timestamp,phase,gpu,power_w,sm_util_pct,mem_util_pct,mem_used_mib,mem_total_mib,temp_c,pcie_tx_kib,pcie_rx_kib,clock_sm_mhz,clock_mem_mhz
1774914310.233,steady,6,92.2,5,2,17511,81920,36,1450,6600,1155,1593
1774914310.233,steady,7,86.6,5,2,17433,81920,36,1550,6400,1155,1593
1774914311.234,steady,0,87.3,5,2,16669,81920,32,1500,6650,1155,1593
1774914311.234,steady,1,97.2,4,2,16669,81920,32,1250,6050,1155,1593
1774914311.234,steady,2,87.1,4,2,18673,81920,30,1500,7100,1155,1593
1774914311.234,steady,3,88.3,5,2,18673,81920,31,1550,6750,1155,1593
1774914311.234,steady,4,89.6,5,2,16669,81920,37,1500,5900,1155,1593
1774914311.234,steady,5,86.0,5,3,16669,81920,36,1500,6150,1155,1593
1774914311.234,steady,6,89.8,4,2,17511,81920,36,1350,7300,1155,1593
1774914311.234,steady,7,87.5,5,3,17433,81920,36,1450,6600,1155,1593
1774914312.234,steady,0,85.8,5,3,16669,81920,32,1400,5750,1155,1593
1774914312.234,steady,1,87.8,5,3,16669,81920,32,1200,5800,1155,1593
1774914312.234,steady,2,88.9,5,3,18673,81920,30,1400,5400,1155,1593
1774914312.234,steady,3,87.7,5,3,18673,81920,31,1450,5750,1155,1593
1774914312.234,steady,4,91.1,5,3,16669,81920,37,1600,6000,1155,1593
1774914312.234,steady,5,85.7,5,2,16669,81920,36,1450,6450,1155,1593
1774914312.234,steady,6,90.4,4,2,17511,81920,36,1550,6800,1155,1593
1774914312.234,steady,7,87.5,5,3,17433,81920,36,1400,6400,1155,1593
1774914313.234,steady,0,86.6,4,2,16669,81920,32,1500,6400,1155,1593
1774914313.234,steady,1,86.8,5,2,16669,81920,32,1100,6750,1155,1593
1774914313.234,steady,2,88.6,5,2,18673,81920,30,1350,6600,1155,1593
1774914313.234,steady,3,86.8,5,2,18673,81920,31,1350,6700,1155,1593
1774914313.234,steady,4,89.3,5,2,16669,81920,37,1500,6750,1155,1593
1774914313.234,steady,5,87.2,5,3,16669,81920,36,1450,6350,1155,1593
1774914313.234,steady,6,92.0,5,3,17511,81920,36,1300,7400,1155,1593
1774914313.234,steady,7,87.2,4,2,17433,81920,36,1300,5650,1155,1593
1774914314.234,steady,0,87.0,5,2,16669,81920,32,1450,6050,1155,1593
1774914314.234,steady,1,89.9,4,2,16669,81920,32,1150,5500,1155,1593
1774914314.234,steady,2,86.5,5,3,18673,81920,30,1450,6400,1155,1593
1774914314.234,steady,3,88.0,5,2,18673,81920,31,1600,6700,1155,1593
1774914314.234,steady,4,89.0,5,2,16669,81920,37,1450,6750,1155,1593
1774914314.234,steady,5,86.9,5,2,16669,81920,36,1500,7600,1155,1593
1774914314.234,steady,6,90.4,4,2,17511,81920,36,1550,6800,1155,1593
1774914314.234,steady,7,86.0,5,3,17433,81920,36,1500,6700,1155,1593
1774914315.234,steady,0,86.0,5,3,16669,81920,32,1550,5400,1155,1593
1774914315.234,steady,1,89.9,4,2,16669,81920,32,1250,7100,1155,1593
1774914315.234,steady,2,87.4,5,2,18673,81920,30,1500,6750,1155,1593
1774914315.234,steady,3,86.2,5,3,18673,81920,31,1650,6200,1155,1593
1774914315.234,steady,4,88.4,5,3,16669,81920,37,1500,5750,1155,1593
1774914315.234,steady,5,87.8,5,2,16669,81920,36,1650,7000,1155,1593
1774914315.234,steady,6,90.7,5,3,17511,81920,36,1550,6450,1155,1593
1774914315.234,steady,7,88.4,5,2,17433,81920,36,1350,6300,1155,1593
1774914316.235,steady,0,85.2,5,2,16669,81920,32,1350,6800,1155,1593
1774914316.235,steady,1,89.3,5,2,16669,81920,32,1250,6800,1155,1593
1774914316.235,steady,2,88.9,5,2,18673,81920,30,1400,7300,1155,1593
1774914316.235,steady,3,85.6,5,2,18673,81920,31,1300,5800,1155,1593
1774914316.235,steady,4,88.4,5,2,16669,81920,37,1550,6400,1155,1593
1774914316.235,steady,5,86.3,5,3,16669,81920,36,1400,6200,1155,1593
1774914316.235,steady,6,91.0,5,3,17511,81920,36,1450,7850,1155,1593
1774914316.235,steady,7,87.2,5,3,17433,81920,36,1400,5750,1155,1593
1774914317.235,steady,0,87.0,5,3,16669,81920,32,1350,6100,1155,1593
1774914317.235,steady,1,88.1,4,2,16669,81920,32,1150,6600,1155,1593
1774914317.235,steady,2,88.3,5,3,18673,81920,30,1300,6100,1155,1593
1774914317.235,steady,3,88.3,5,2,18673,81920,31,1400,6850,1155,1593
1774914317.235,steady,4,87.8,5,3,16669,81920,37,1400,7200,1155,1593
1774914317.235,steady,5,85.7,5,2,16669,81920,36,1400,6000,1155,1593
1774914317.235,steady,6,91.4,4,2,17511,81920,35,1400,5500,1155,1593
1774914317.235,steady,7,86.6,4,2,17433,81920,36,1350,6150,1155,1593
1774914318.235,steady,0,87.6,5,2,16669,81920,32,1300,6400,1155,1593
1774914318.235,steady,1,89.9,4,2,16669,81920,32,1150,6900,1155,1593
1774914318.235,steady,2,87.4,4,2,18673,81920,30,1600,7250,1155,1593
1774914318.235,steady,3,88.6,5,3,18673,81920,31,1450,7450,1155,1593
1774914318.235,steady,4,88.1,4,2,16669,81920,37,1350,6800,1155,1593
1774914318.235,steady,5,86.3,4,2,16669,81920,36,1600,6750,1155,1593
1774914318.235,steady,6,91.0,4,2,17511,81920,35,1450,7000,1155,1593
1774914318.235,steady,7,86.0,4,2,17433,81920,36,1600,6100,1155,1593
1774914319.235,steady,0,85.8,4,2,16669,81920,32,1400,6150,1155,1593
1774914319.235,steady,1,88.1,5,3,16669,81920,32,1250,6100,1155,1593
1774914319.235,steady,2,88.6,5,3,18673,81920,30,1400,6100,1155,1593
1774914319.235,steady,3,86.2,5,2,18673,81920,31,1450,6850,1155,1593
1774914319.235,steady,4,87.8,5,3,16669,81920,36,1500,5850,1155,1593
1774914319.235,steady,5,85.4,5,3,16669,81920,36,1500,7200,1155,1593
1774914319.235,steady,6,93.8,5,2,17511,81920,35,1550,6000,1155,1593
1774914319.235,steady,7,88.4,5,2,17433,81920,36,1500,5950,1155,1593
1774914320.236,steady,0,87.3,5,2,16669,81920,32,1550,6750,1155,1593
1774914320.236,steady,1,87.5,4,2,16669,81920,32,1050,6150,1155,1593
1774914320.236,steady,2,89.2,5,3,18673,81920,30,1450,6000,1155,1593
1774914320.236,steady,3,87.4,5,3,18673,81920,31,1250,5950,1155,1593
1774914320.236,steady,4,90.5,5,3,16669,81920,36,1300,6350,1155,1593
1774914320.236,steady,5,87.2,5,2,16669,81920,36,1400,6350,1155,1593
1774914320.236,steady,6,89.8,5,3,17511,81920,35,1550,6000,1155,1593
1774914320.236,steady,7,86.6,5,3,17433,81920,36,1450,6900,1155,1593
1774914321.236,steady,0,88.2,5,3,16669,81920,32,1450,5900,1155,1593
1774914321.236,steady,1,87.5,5,3,16669,81920,32,1150,7400,1155,1593
1774914321.236,steady,2,86.8,5,3,18673,81920,30,1450,5600,1155,1593
1774914321.236,steady,3,88.9,5,3,18673,81920,31,2000,6550,1155,1593
1774914321.236,steady,4,87.8,4,2,16669,81920,36,1450,5950,1155,1593
1774914321.236,steady,5,87.5,5,2,16669,81920,36,1550,7050,1155,1593
1774914321.236,steady,6,90.1,4,2,17511,81920,35,1800,6200,1155,1593
1774914321.236,steady,7,86.0,5,2,17433,81920,36,1500,6550,1155,1593
1774914322.236,steady,0,86.4,5,3,16669,81920,32,1500,5800,1155,1593
1774914322.236,steady,1,88.1,5,2,16669,81920,32,1300,6750,1155,1593
1774914322.236,steady,2,95.0,5,2,18673,81920,30,1400,6550,1155,1593
1774914322.236,steady,3,88.3,5,2,18673,81920,31,1600,7400,1155,1593
1774914322.236,steady,4,89.6,5,3,16669,81920,36,1450,7050,1155,1593
1774914322.236,steady,5,85.4,5,3,16669,81920,36,1500,5900,1155,1593
1774914322.236,steady,6,90.1,5,2,17511,81920,35,1500,6850,1155,1593
1774914322.236,steady,7,85.4,5,3,17433,81920,36,1400,6550,1155,1593
1774914323.236,steady,0,87.3,5,2,16669,81920,32,1350,5450,1155,1593
1774914323.236,steady,1,87.8,4,2,16669,81920,32,1150,6450,1155,1593
1774914323.236,steady,2,88.0,5,3,18673,81920,30,1450,6950,1155,1593
1774914323.236,steady,3,87.4,5,2,18673,81920,31,1500,6750,1155,1593
1774914323.236,steady,4,92.7,5,2,16669,81920,36,1400,6700,1155,1593
1774914323.236,steady,5,84.8,5,3,16669,81920,36,1450,6750,1155,1593
1774914323.236,steady,6,90.4,4,2,17511,81920,35,1400,5950,1155,1593
1774914323.236,steady,7,86.9,5,3,17433,81920,36,1500,6850,1155,1593
1774914324.237,steady,0,85.8,5,3,16669,81920,32,1350,7200,1155,1593
1774914324.237,steady,1,88.1,5,3,16669,81920,32,1150,5700,1155,1593
1774914324.237,steady,2,86.8,5,2,18673,81920,30,1300,6050,1155,1593
1774914324.237,steady,3,87.1,5,3,18673,81920,31,1450,6400,1155,1593
1774914324.237,steady,4,90.2,5,2,16669,81920,36,1350,5600,1155,1593
1774914324.237,steady,5,86.6,5,2,16669,81920,36,1450,6700,1155,1593
1774914324.237,steady,6,91.0,4,2,17511,81920,35,1350,6750,1155,1593
1774914324.237,steady,7,87.2,4,2,17433,81920,36,1450,5600,1155,1593
1774914325.237,steady,0,85.8,5,2,16669,81920,32,1400,5400,1155,1593
1774914325.237,steady,1,89.0,4,2,16669,81920,32,1150,5750,1155,1593
1774914325.237,steady,2,88.9,5,3,18673,81920,30,1450,6750,1155,1593
1774914325.237,steady,3,86.8,5,3,18673,81920,31,1500,6900,1155,1593
1774914325.237,steady,4,91.1,5,3,16669,81920,36,1550,6350,1155,1593
1774914325.237,steady,5,85.7,5,3,16669,81920,36,1800,6600,1155,1593
1774914325.237,steady,6,90.4,4,2,17511,81920,35,1400,5900,1155,1593
1774914325.237,steady,7,86.0,5,3,17433,81920,36,1400,6100,1155,1593
1774914326.237,steady,0,85.4,4,2,16669,81920,32,1450,7150,1155,1593
1774914326.237,steady,1,88.4,5,2,16669,81920,32,1050,6550,1155,1593
1774914326.237,steady,2,88.6,5,2,18673,81920,30,1400,4550,1155,1593
1774914326.237,steady,3,86.8,5,2,18673,81920,31,1500,6750,1155,1593
1774914326.237,steady,4,89.3,5,2,16669,81920,36,1600,7450,1155,1593
1774914326.237,steady,5,86.0,5,3,16669,81920,36,1650,5550,1155,1593
1774914326.237,steady,6,92.0,5,2,17511,81920,35,1600,5850,1155,1593
1774914326.237,steady,7,87.2,5,2,17433,81920,36,1450,6500,1155,1593
1774914327.237,steady,0,92.4,5,2,16669,81920,32,1500,6200,1155,1593
1774914327.237,steady,1,88.1,5,3,16669,81920,32,1250,5550,1155,1593
1774914327.237,steady,2,86.8,5,3,18673,81920,30,1400,6600,1155,1593
1774914327.237,steady,3,87.1,5,3,18673,81920,31,1550,7350,1155,1593
1774914327.237,steady,4,90.2,4,2,16669,81920,36,1300,6600,1155,1593
1774914327.237,steady,5,87.2,5,2,16669,81920,36,1550,7000,1155,1593
1774914327.237,steady,6,89.8,5,3,17511,81920,35,1400,5650,1155,1593
1774914327.237,steady,7,85.7,5,3,17433,81920,36,1300,5850,1155,1593
1774914328.237,steady,0,87.6,5,2,16669,81920,32,1550,5900,1155,1593
1774914328.237,steady,1,89.9,5,2,16669,81920,32,1200,6550,1155,1593
1774914328.237,steady,2,86.5,4,2,18673,81920,30,1350,6100,1155,1593
1774914328.237,steady,3,86.8,5,3,18673,81920,31,1500,7350,1155,1593
1774914328.237,steady,4,88.4,5,3,16669,81920,36,1300,7300,1155,1593
1774914328.237,steady,5,86.3,5,3,16669,81920,36,1450,6450,1155,1593
1774914328.237,steady,6,92.0,5,2,17511,81920,35,1300,5950,1155,1593
1774914328.237,steady,7,88.4,5,2,17433,81920,36,1350,5950,1155,1593
1774914329.237,steady,0,85.4,4,2,16669,81920,32,1400,6850,1155,1593
1774914329.237,steady,1,88.1,5,3,16669,81920,32,1200,6750,1155,1593
1774914329.237,steady,2,86.5,5,2,18673,81920,30,1450,6050,1155,1593
1774914329.237,steady,3,87.7,5,2,18673,81920,31,1450,7450,1155,1593
1774914329.237,steady,4,89.6,5,3,16669,81920,36,1350,6150,1155,1593
1774914329.237,steady,5,86.0,5,3,16669,81920,36,1450,5900,1155,1593
1774914329.237,steady,6,90.1,5,3,17511,81920,35,1400,6700,1155,1593
1774914329.237,steady,7,88.7,5,3,17433,81920,36,1450,5950,1155,1593
1774914330.238,steady,0,86.0,4,2,16669,81920,32,1400,6700,1155,1593
1774914330.238,steady,1,87.8,5,2,16669,81920,32,1200,5950,1155,1593
1774914330.238,steady,2,88.0,5,3,18673,81920,30,1500,6500,1155,1593
1774914330.238,steady,3,86.8,5,2,18673,81920,31,1400,6800,1155,1593
1774914330.238,steady,4,89.3,5,3,16669,81920,36,1450,6700,1155,1593
1774914330.238,steady,5,88.1,5,2,16669,81920,36,1400,6600,1155,1593
1774914330.238,steady,6,90.1,5,2,17511,81920,35,1350,6250,1155,1593
1774914330.238,steady,7,88.4,5,3,17433,81920,36,1550,6600,1155,1593
1774914331.238,steady,0,86.0,5,3,16669,81920,32,1850,6250,1155,1593
1774914331.238,steady,1,87.8,5,3,16669,81920,32,1200,6600,1155,1593
1774914331.238,steady,2,87.1,5,2,18673,81920,30,1350,6200,1155,1593
1774914331.238,steady,3,88.3,5,3,18697,81920,31,1400,7150,1155,1593
1774914331.238,steady,4,89.3,4,2,16669,81920,36,1450,7000,1155,1593
1774914331.238,steady,5,86.6,5,3,16669,81920,36,1500,6550,1155,1593
1774914331.238,steady,6,91.4,5,3,17511,81920,35,1500,6100,1155,1593
1774914331.238,steady,7,86.9,5,2,17433,81920,36,1500,6400,1155,1593
1774914332.238,steady,0,86.4,4,2,16669,81920,32,1950,5850,1155,1593
1774914332.238,steady,1,88.1,4,2,16669,81920,32,1050,6250,1155,1593
1774914332.238,steady,2,90.4,5,3,18673,81920,30,1550,7450,1155,1593
1774914332.238,steady,3,86.5,5,3,18697,81920,31,1450,6400,1155,1593
1774914332.238,steady,4,88.1,5,3,16669,81920,36,1400,6600,1155,1593
1774914332.238,steady,5,89.3,5,2,16669,81920,36,1500,5650,1155,1593
1774914332.238,steady,6,91.0,5,3,17511,81920,35,1500,5850,1155,1593
1774914332.238,steady,7,87.8,5,3,17433,81920,36,1400,6150,1155,1593
1774914333.238,steady,0,85.8,5,3,16669,81920,32,1500,5800,1155,1593
1774914333.238,steady,1,88.1,5,3,16669,81920,32,1100,6600,1155,1593
1774914333.238,steady,2,89.8,4,2,18673,81920,30,1350,6000,1155,1593
1774914333.238,steady,3,87.4,5,2,18697,81920,31,1500,6700,1155,1593
1774914333.238,steady,4,89.9,5,2,16669,81920,37,1450,5900,1155,1593
1774914333.238,steady,5,86.9,5,3,16687,81920,36,1450,6700,1155,1593
1774914333.238,steady,6,91.6,5,2,17511,81920,35,1450,6250,1155,1593
1774914333.238,steady,7,86.6,5,2,17433,81920,36,1450,5850,1155,1593
1774914334.238,steady,0,87.3,4,2,16669,81920,32,1450,7250,1155,1593
1774914334.238,steady,1,88.1,5,3,16693,81920,32,1300,6250,1155,1593
1774914334.238,steady,2,88.0,5,3,18691,81920,30,1600,6200,1155,1593
1774914334.238,steady,3,87.1,5,3,18697,81920,31,1550,6600,1155,1593
1774914334.238,steady,4,91.1,5,3,16689,81920,37,1650,7250,1155,1593
1774914334.238,steady,5,86.3,5,3,16693,81920,36,1500,6050,1155,1593
1774914334.238,steady,6,91.4,5,3,17511,81920,35,1200,5700,1155,1593
1774914334.238,steady,7,88.1,5,3,17433,81920,36,1400,6300,1155,1593
1774914335.238,steady,0,87.0,5,2,16675,81920,32,1500,7150,1155,1593
1774914335.238,steady,1,86.8,4,2,16693,81920,32,1100,6250,1155,1593
1774914335.238,steady,2,89.2,4,2,18697,81920,30,1300,7350,1155,1593
1774914335.238,steady,3,87.4,5,3,18697,81920,31,1400,6550,1155,1593
1774914335.238,steady,4,89.6,5,2,16689,81920,37,1550,6000,1155,1593
1774914335.238,steady,5,85.4,4,2,16693,81920,36,1450,7150,1155,1593
1774914335.238,steady,6,89.5,5,2,17533,81920,36,1500,6250,1155,1593
1774914335.238,steady,7,86.6,5,2,17453,81920,36,1400,6000,1155,1593
1774914336.238,steady,0,85.4,5,2,16689,81920,32,1400,5950,1155,1593
1774914336.238,steady,1,88.4,5,3,16693,81920,32,1150,7000,1155,1593
1774914336.238,steady,2,89.2,5,3,18697,81920,30,1400,6300,1155,1593
1774914336.238,steady,3,88.3,5,3,18697,81920,31,1500,6750,1155,1593
1774914336.238,steady,4,96.0,5,3,16689,81920,37,1600,6750,1155,1593
1774914336.238,steady,5,85.7,5,3,16693,81920,36,1450,6850,1155,1593
1774914336.238,steady,6,90.1,5,3,17533,81920,35,1450,6600,1155,1593
1774914336.238,steady,7,88.1,4,2,17453,81920,36,1350,6150,1155,1593
1774914337.238,steady,0,86.6,5,3,16689,81920,32,1300,6300,1155,1593
1774914337.238,steady,1,87.8,4,2,16693,81920,32,1100,5300,1155,1593
1774914337.238,steady,2,87.7,4,2,18697,81920,30,1450,6000,1155,1593
1774914337.238,steady,3,88.6,5,2,18697,81920,31,1350,6600,1155,1593
1774914337.238,steady,4,90.8,5,3,16689,81920,37,1450,7450,1155,1593
1774914337.238,steady,5,87.2,4,2,16693,81920,36,1400,6450,1155,1593
1774914337.238,steady,6,92.0,5,3,17533,81920,36,1950,7250,1155,1593
1774914337.238,steady,7,86.9,5,2,17453,81920,36,1550,6200,1155,1593
1774914338.238,steady,0,85.8,4,2,16689,81920,32,1100,7200,1155,1593
1774914338.238,steady,1,89.6,4,2,16693,81920,32,1150,6950,1155,1593
1774914338.238,steady,2,87.1,5,2,18697,81920,30,1500,6800,1155,1593
1774914338.238,steady,3,88.9,5,3,18697,81920,31,1600,7050,1155,1593
1774914338.238,steady,4,89.3,5,2,16689,81920,37,1350,6750,1155,1593
1774914338.238,steady,5,86.9,5,3,16693,81920,36,1450,6750,1155,1593
1774914338.238,steady,6,91.6,4,2,17533,81920,36,1350,6400,1155,1593
1774914338.238,steady,7,87.2,4,2,17453,81920,36,1300,5650,1155,1593
1774914339.239,steady,0,86.4,5,2,16689,81920,32,1500,5850,1155,1593
1774914339.239,steady,1,88.4,4,2,16693,81920,32,1050,6600,1155,1593
1774914339.239,steady,2,88.3,4,2,18697,81920,30,1450,5900,1155,1593
1774914339.239,steady,3,88.9,5,3,18697,81920,31,1500,7700,1155,1593
1774914339.239,steady,4,87.8,5,3,16689,81920,37,1500,5000,1155,1593
1774914339.239,steady,5,86.3,4,2,16693,81920,36,1550,6100,1155,1593
1774914339.239,steady,6,91.0,5,3,17533,81920,36,1450,6500,1155,1593
1774914339.239,steady,7,86.3,5,3,17453,81920,36,1400,6400,1155,1593
1774914340.239,steady,0,86.6,5,2,16689,81920,32,1550,6350,1155,1593
1774914340.239,steady,1,88.4,5,3,16693,81920,32,1150,6400,1155,1593
1774914340.239,steady,2,86.8,5,2,18697,81920,31,1500,6550,1155,1593
1774914340.239,steady,3,89.8,5,3,18697,81920,31,1500,6350,1155,1593
1774914340.239,steady,4,89.0,5,2,16689,81920,37,1450,7150,1155,1593
1774914340.239,steady,5,86.0,5,3,16693,81920,36,1500,7950,1155,1593
1774914340.239,steady,6,91.0,5,2,17533,81920,36,1550,6850,1155,1593
1774914340.239,steady,7,87.5,5,2,17453,81920,36,1450,6450,1155,1593
1774914341.239,steady,0,87.0,5,3,16689,81920,32,1400,7600,1155,1593
1774914341.239,steady,1,87.8,4,2,16693,81920,32,1050,6250,1155,1593
1774914341.239,steady,2,87.7,5,2,18697,81920,31,1550,6300,1155,1593
1774914341.239,steady,3,86.8,5,2,18697,81920,31,1500,8000,1155,1593
1774914341.239,steady,4,89.0,5,2,16689,81920,37,1350,7200,1155,1593
1774914341.239,steady,5,86.6,5,2,16693,81920,36,1450,5950,1155,1593
1774914341.239,steady,6,91.6,5,2,17533,81920,36,1600,6350,1155,1593
1774914341.239,steady,7,88.4,5,3,17453,81920,36,1600,7650,1155,1593
1774914342.239,steady,0,87.6,5,2,16689,81920,32,1350,6900,1155,1593
1774914342.239,steady,1,87.5,5,3,16693,81920,32,1150,6850,1155,1593
1774914342.239,steady,2,89.8,4,2,18697,81920,31,1450,6050,1155,1593
1774914342.239,steady,3,88.6,5,3,18697,81920,31,1550,7800,1155,1593
1774914342.239,steady,4,89.0,5,3,16689,81920,37,1400,6350,1155,1593
1774914342.239,steady,5,87.2,5,2,16693,81920,36,1450,6350,1155,1593
1774914342.239,steady,6,90.1,5,3,17533,81920,36,1450,7500,1155,1593
1774914342.239,steady,7,84.4,5,2,17453,81920,36,1600,6500,1155,1593
1774914343.239,steady,0,87.9,4,2,16689,81920,32,1500,6300,1155,1593
1774914343.239,steady,1,87.8,5,2,16693,81920,32,1050,6350,1155,1593
1774914343.239,steady,2,87.7,5,2,18697,81920,31,1450,6450,1155,1593
1774914343.239,steady,3,86.8,5,3,18697,81920,31,1450,7250,1155,1593
1774914343.239,steady,4,89.9,5,2,16689,81920,37,1500,6950,1155,1593
1774914343.239,steady,5,87.5,5,3,16693,81920,36,1600,5950,1155,1593
1774914343.239,steady,6,90.7,5,2,17533,81920,36,1350,6600,1155,1593
1774914343.239,steady,7,87.5,5,3,17453,81920,36,1500,6600,1155,1593
1774914344.239,steady,0,85.8,5,3,16689,81920,32,1500,6750,1155,1593
1774914344.239,steady,1,89.9,5,3,16693,81920,32,1200,6850,1155,1593
1774914344.239,steady,2,87.7,4,2,18697,81920,31,1400,6250,1155,1593
1774914344.239,steady,3,89.5,5,3,18697,81920,31,1500,7850,1155,1593
1774914344.239,steady,4,89.3,5,3,16689,81920,37,1550,7200,1155,1593
1774914344.239,steady,5,86.3,5,2,16693,81920,36,1350,7000,1155,1593
1774914344.239,steady,6,92.0,5,2,17533,81920,36,1400,6700,1155,1593
1774914344.239,steady,7,86.0,5,3,17453,81920,36,1450,6000,1155,1593
1774914345.240,steady,0,88.2,4,2,16689,81920,32,1150,6350,1155,1593
1774914345.240,steady,1,92.0,5,3,16693,81920,32,1150,6500,1155,1593
1774914345.240,steady,2,87.1,5,3,18697,81920,31,1500,6800,1155,1593
1774914345.240,steady,3,88.0,5,2,18697,81920,31,1400,6450,1155,1593
1774914345.240,steady,4,89.9,5,3,16689,81920,37,1550,6950,1155,1593
1774914345.240,steady,5,86.3,5,3,16693,81920,36,1600,6650,1155,1593
1774914345.240,steady,6,90.1,5,3,17533,81920,36,1450,6300,1155,1593
1774914345.240,steady,7,87.8,5,2,17453,81920,36,1400,6800,1155,1593
1774914346.240,steady,0,87.3,5,3,16689,81920,32,1250,6950,1155,1593
1774914346.240,steady,1,89.3,5,3,16693,81920,32,1150,6250,1155,1593
1774914346.240,steady,2,89.5,4,2,18697,81920,31,1450,6450,1155,1593
1774914346.240,steady,3,88.3,5,3,18697,81920,31,1600,7800,1155,1593
1774914346.240,steady,4,89.0,5,2,16689,81920,37,1400,6200,1155,1593
1774914346.240,steady,5,84.8,4,2,16693,81920,36,1400,7000,1155,1593
1774914346.240,steady,6,90.1,5,2,17533,81920,36,1550,6950,1155,1593
1774914346.240,steady,7,85.4,5,2,17453,81920,36,1300,6250,1155,1593
1774914347.240,steady,0,86.0,4,2,16689,81920,32,1550,6450,1155,1593
1774914347.240,steady,1,86.8,4,2,16693,81920,32,1100,5000,1155,1593
1774914347.240,steady,2,88.9,5,2,18697,81920,31,1550,5850,1155,1593
1774914347.240,steady,3,87.7,5,3,18697,81920,31,1500,6200,1155,1593
1774914347.240,steady,4,89.0,5,3,16689,81920,37,1400,6400,1155,1593
1774914347.240,steady,5,86.9,4,2,16693,81920,36,1500,7950,1155,1593
1774914347.240,steady,6,92.2,5,3,17533,81920,36,1300,6000,1155,1593
1774914347.240,steady,7,87.8,5,2,17453,81920,36,1350,7050,1155,1593
1774914348.240,steady,0,86.4,5,2,16689,81920,32,1400,6750,1155,1593
1774914348.240,steady,1,87.5,5,2,16693,81920,32,1100,6400,1155,1593
1774914348.240,steady,2,88.6,4,2,18697,81920,31,1500,6600,1155,1593
1774914348.240,steady,3,87.4,5,3,18697,81920,31,1800,6100,1155,1593
1774914348.240,steady,4,89.0,5,2,16689,81920,37,1350,6900,1155,1593
1774914348.240,steady,5,87.5,5,3,16693,81920,36,1700,5700,1155,1593
1774914348.240,steady,6,91.6,5,2,17533,81920,36,1400,5800,1155,1593
1774914348.240,steady,7,86.0,5,3,17453,81920,36,1450,6100,1155,1593
1774914349.240,steady,0,85.2,5,3,16689,81920,32,1500,6550,1155,1593
1774914349.240,steady,1,89.6,4,2,16693,81920,32,1250,5600,1155,1593
1774914349.240,steady,2,87.1,5,3,18697,81920,31,1450,6750,1155,1593
1774914349.240,steady,3,86.5,5,2,18697,81920,31,1500,6700,1155,1593
1774914349.240,steady,4,89.0,5,3,16689,81920,37,1300,6100,1155,1593
1774914349.240,steady,5,85.7,4,2,16693,81920,36,1550,6350,1155,1593
1774914349.240,steady,6,91.4,5,3,17533,81920,36,1300,6950,1155,1593
1774914349.240,steady,7,86.6,5,2,17453,81920,36,1550,5800,1155,1593
1774914350.241,steady,0,88.8,4,2,16689,81920,32,1500,6300,1155,1593
1774914350.241,steady,1,87.5,5,3,16693,81920,32,1250,5350,1155,1593
1774914350.241,steady,2,88.9,5,2,18697,81920,31,1500,6050,1155,1593
1774914350.241,steady,3,91.4,5,3,18697,81920,31,1450,7450,1155,1593
1774914350.241,steady,4,87.8,5,2,16689,81920,37,1500,7000,1155,1593
1774914350.241,steady,5,86.9,4,2,16693,81920,36,1650,5850,1155,1593
1774914350.241,steady,6,90.1,5,2,17533,81920,36,1550,5250,1155,1593
1774914350.241,steady,7,85.1,5,2,17453,81920,36,1350,6150,1155,1593
1774914351.241,steady,0,86.4,5,3,16689,81920,32,1500,6200,1155,1593
1774914351.241,steady,1,88.7,4,2,16693,81920,32,1100,6000,1155,1593
1774914351.241,steady,2,87.1,4,2,18697,81920,31,1450,6150,1155,1593
1774914351.241,steady,3,86.5,5,3,18697,81920,31,1450,6200,1155,1593
1774914351.241,steady,4,89.3,5,2,16689,81920,37,1150,5700,1155,1593
1774914351.241,steady,5,87.2,4,2,16693,81920,36,1700,6650,1155,1593
1774914351.241,steady,6,90.7,5,3,17533,81920,36,1750,6600,1155,1593
1774914351.241,steady,7,86.0,4,2,17453,81920,36,1350,7250,1155,1593
1774914352.241,steady,0,86.4,5,2,16689,81920,32,1400,6700,1155,1593
1774914352.241,steady,1,87.8,5,2,16693,81920,32,1150,6050,1155,1593
1774914352.241,steady,2,87.7,5,2,18697,81920,31,1450,5250,1155,1593
1774914352.241,steady,3,85.6,5,2,18697,81920,31,1550,7050,1155,1593
1774914352.241,steady,4,90.5,5,3,16689,81920,37,1400,5700,1155,1593
1774914352.241,steady,5,88.1,5,3,16693,81920,36,1800,6150,1155,1593
1774914352.241,steady,6,89.8,4,2,17535,81920,36,1600,6850,1155,1593
1774914352.241,steady,7,87.5,5,3,17453,81920,36,1400,6200,1155,1593
1774914353.241,steady,0,88.2,5,2,16689,81920,32,1350,7000,1155,1593
1774914353.241,steady,1,94.8,5,3,16693,81920,32,1200,6600,1155,1593
1774914353.241,steady,2,88.0,5,3,18697,81920,31,1400,6300,1155,1593
1774914353.241,steady,3,89.5,5,2,18697,81920,31,1500,7200,1155,1593
1774914353.241,steady,4,91.7,5,2,16689,81920,37,1550,7400,1155,1593
1774914353.241,steady,5,85.7,4,2,16693,81920,36,1900,5450,1155,1593
1774914353.241,steady,6,90.7,5,2,17535,81920,36,1500,6700,1155,1593
1774914353.241,steady,7,88.4,5,3,17453,81920,36,1400,5650,1155,1593
1774914354.241,steady,0,86.4,4,2,16689,81920,32,1500,5950,1155,1593
