timestamp,phase,gpu,power_w,sm_util_pct,mem_util_pct,mem_used_mib,mem_total_mib,temp_c,pcie_tx_kib,pcie_rx_kib,clock_sm_mhz,clock_mem_mhz
1774914221.013,loading,1,117.3,50,0,16507,81920,38,223800,3132100,1410,1593
1774914221.013,loading,2,117.6,68,0,17509,81920,37,301350,1792600,1410,1593
1774914221.013,loading,3,112.2,50,0,17509,81920,37,353550,4256250,1410,1593
1774914221.013,loading,4,123.8,15,0,16507,81920,49,256500,2193800,1410,1593
1774914221.013,loading,5,116.1,3,0,16507,81920,49,350,300,1155,1593
1774914221.013,loading,6,122.6,5,0,16931,81920,48,300,250,1410,1593
1774914221.013,loading,7,116.6,0,0,16883,81920,48,300,300,1410,1593
1774914222.214,loading,0,111.3,26,0,16507,81920,37,689000,5732450,1410,1593
1774914222.214,loading,1,116.7,27,0,16507,81920,38,488100,4608850,1410,1593
1774914222.214,loading,2,117.0,18,0,17509,81920,36,569700,5679600,1410,1593
1774914222.214,loading,3,112.8,27,0,17509,81920,37,679200,7672200,1410,1593
1774914222.214,loading,4,96.2,0,0,16583,81920,48,300,300,1155,1593
1774914222.214,loading,5,86.6,6,0,16583,81920,47,300,300,1155,1593
1774914222.214,loading,6,122.6,5,0,17007,81920,47,300,350,1155,1593
1774914222.214,loading,7,88.1,0,0,16959,81920,47,300,250,1155,1593
1774914223.215,loading,0,111.3,0,0,16507,81920,37,350,13050,1410,1593
1774914223.215,loading,1,116.7,0,0,16583,81920,38,300,250,1410,1593
1774914223.215,loading,2,117.2,5,0,17509,81920,36,500,15500,1410,1593
1774914223.215,loading,3,112.0,0,0,17585,81920,37,250,300,1410,1593
1774914223.215,loading,4,90.8,0,0,16583,81920,47,350,1000,1155,1593
1774914223.215,loading,5,86.6,0,0,16583,81920,46,950,1600,1155,1593
1774914223.215,loading,6,91.0,0,0,17007,81920,46,650,1050,1155,1593
1774914223.215,loading,7,86.9,0,0,16959,81920,46,1100,300,1155,1593
1774914224.216,warmup,0,111.3,2,0,16583,81920,37,350,350,1155,1593
1774914224.216,warmup,1,116.7,2,0,16583,81920,38,850,350,1155,1593
1774914224.216,warmup,2,117.2,0,0,17615,81920,36,500,1900,1155,1593
1774914224.216,warmup,3,112.0,0,0,17585,81920,36,300,250,1155,1593
1774914224.216,warmup,4,90.5,2,0,16615,81920,46,400,500,1155,1593
1774914224.216,warmup,5,86.3,0,0,16583,81920,46,300,450,1155,1593
1774914224.216,warmup,6,91.0,0,0,17039,81920,45,550,1550,1155,1593
1774914224.216,warmup,7,86.6,0,0,16991,81920,46,450,1350,1155,1593
1774914225.216,warmup,0,87.6,1,1,16631,81920,36,1350,6700,1155,1593
1774914225.216,warmup,1,91.7,3,1,16631,81920,36,1900,7300,1155,1593
1774914225.216,warmup,2,91.0,3,0,17633,81920,34,1250,6200,1155,1593
1774914225.216,warmup,3,88.6,5,2,17635,81920,35,1400,7500,1155,1593
1774914225.216,warmup,4,93.9,4,2,16633,81920,46,300,3550,1155,1593
1774914225.216,warmup,5,90.8,5,2,16633,81920,46,400,7200,1155,1593
1774914225.216,warmup,6,91.0,5,2,17477,81920,45,300,9850,1155,1593
1774914225.216,warmup,7,86.6,5,2,17377,81920,46,1200,5600,1155,1593
1774914226.216,warmup,0,87.9,4,2,16633,81920,35,1400,6400,1155,1593
1774914226.216,warmup,1,90.2,4,2,16633,81920,36,1200,6400,1155,1593
1774914226.216,warmup,2,89.8,4,2,18637,81920,34,1700,5700,1155,1593
1774914226.216,warmup,3,89.8,4,2,18639,81920,35,1100,6450,1155,1593
1774914226.216,warmup,4,94.2,4,2,16635,81920,46,1450,6400,1155,1593
1774914226.216,warmup,5,91.7,5,2,16635,81920,45,1350,6900,1155,1593
1774914226.216,warmup,6,96.2,5,2,17477,81920,45,1450,7200,1155,1593
1774914226.216,warmup,7,89.6,5,2,17379,81920,46,1400,6950,1155,1593
1774914227.216,warmup,0,85.4,4,2,16635,81920,35,1300,6000,1155,1593
1774914227.216,warmup,1,89.9,4,2,16635,81920,35,1150,6200,1155,1593
1774914227.216,warmup,2,88.6,4,2,18639,81920,34,1500,5700,1155,1593
1774914227.216,warmup,3,88.3,4,2,18639,81920,35,1700,7250,1155,1593
1774914227.216,warmup,4,93.3,4,2,16635,81920,46,1500,5800,1155,1593
1774914227.216,warmup,5,89.3,4,2,16635,81920,45,1250,5750,1155,1593
1774914227.216,warmup,6,95.6,4,2,17477,81920,44,1300,5600,1155,1593
1774914227.216,warmup,7,89.3,4,2,17379,81920,45,1500,6200,1155,1593
1774914228.216,warmup,0,86.0,4,2,16635,81920,35,1500,6000,1155,1593
